round_epochs,loss,tp,fp,tn,fn,categorical_accuracy,precision,recall,auc,val_loss,val_tp,val_fp,val_tn,val_fn,val_categorical_accuracy,val_precision,val_recall,val_auc,activation,batch_size,dropout,epochs,first_neuron,hidden_layers,kernel_initializer,last_activation,lr,optimizer,regularizer
100,1.1601266860961914,4738.0,2584.0,57231.0,7225.0,0.5652428269386292,0.6470909714698792,0.3960545063018799,0.862271249294281,1.2500691413879395,1841.0,1280.0,24355.0,3286.0,0.5071191787719727,0.5898750424385071,0.35907939076423645,0.8399162888526917,tanh,16,0,100,16,1,RandomNormal,softmax,0.05,nadam,l1
100,1.4854490756988525,0.0,0.0,59815.0,11963.0,0.3672155737876892,0.0,0.0,0.7323798537254333,1.51029634475708,0.0,0.0,25635.0,5127.0,0.34094011783599854,0.0,0.0,0.7211819887161255,softmax,16,0,100,64,3,RandomUniform,softmax,0.05,nadam,l2
100,1.30621337890625,1066.0,778.0,59037.0,10897.0,0.43484076857566833,0.5780910849571228,0.08910807967185974,0.8191595077514648,1.4666929244995117,274.0,281.0,25354.0,4853.0,0.36317533254623413,0.49369367957115173,0.05344256013631821,0.7662674188613892,relu,128,0.2,100,64,1,RandomUniform,softmax,0.01,nadam,l2
100,1.4852558374404907,0.0,0.0,59815.0,11963.0,0.3672155737876892,0.0,0.0,0.7326669096946716,1.5101405382156372,0.0,0.0,25635.0,5127.0,0.34094011783599854,0.0,0.0,0.7211819887161255,relu,16,0.4,100,16,5,GlorotNormal,softmax,0.001,adam,l2
100,1.2236493825912476,4323.0,2240.0,57575.0,7640.0,0.5369054675102234,0.6586926579475403,0.3613642156124115,0.8465224504470825,1.3658204078674316,1339.0,1360.0,24275.0,3788.0,0.46030816435813904,0.49610966444015503,0.26116636395454407,0.8063368797302246,softmax,128,0,100,64,1,GlorotNormal,softmax,0.01,adam,l1
100,1.3288249969482422,1214.0,620.0,59195.0,10749.0,0.46810999512672424,0.6619411110877991,0.10147956013679504,0.8126997947692871,1.3365528583526611,526.0,155.0,25480.0,4601.0,0.46869513392448425,0.772393524646759,0.10259410738945007,0.8062738180160522,sigmoid,128,0.2,100,64,5,GlorotNormal,softmax,0.01,adam,l2
100,1.3295389413833618,1080.0,521.0,59294.0,10883.0,0.46543508768081665,0.6745783686637878,0.09027835726737976,0.813313901424408,1.3783631324768066,619.0,249.0,25386.0,4508.0,0.4310512840747833,0.7131336331367493,0.12073337286710739,0.7929479479789734,tanh,16,0,100,128,3,GlorotNormal,softmax,0.01,nadam,l1_l2
100,1.4858726263046265,0.0,0.0,59815.0,11963.0,0.3672155737876892,0.0,0.0,0.7330578565597534,1.5099120140075684,0.0,0.0,25635.0,5127.0,0.34094011783599854,0.0,0.0,0.7211819887161255,softmax,128,0.4,100,128,1,GlorotUniform,softmax,0.05,nadam,l1_l2
100,1.4852559566497803,0.0,0.0,59815.0,11963.0,0.3672155737876892,0.0,0.0,0.7326085567474365,1.5101343393325806,0.0,0.0,25635.0,5127.0,0.34094011783599854,0.0,0.0,0.7211819887161255,sigmoid,16,0.2,100,128,5,GlorotUniform,softmax,0.01,nadam,l1_l2
100,1.48557448387146,0.0,0.0,59815.0,11963.0,0.3672155737876892,0.0,0.0,0.7325761914253235,1.510314702987671,0.0,0.0,25635.0,5127.0,0.34094011783599854,0.0,0.0,0.7211819887161255,tanh,16,0.4,100,64,5,RandomNormal,softmax,0.001,adam,l2
100,1.3270996809005737,2394.0,1314.0,58501.0,9569.0,0.4819861352443695,0.6456310749053955,0.20011702179908752,0.815015435218811,1.5388387441635132,761.0,942.0,24693.0,4366.0,0.3491320312023163,0.4468584954738617,0.14842988550662994,0.7340244054794312,relu,128,0,100,16,1,RandomUniform,softmax,0.05,nadam,l2
100,0.835671603679657,7266.0,2264.0,57551.0,4697.0,0.6921340823173523,0.7624344229698181,0.6073727607727051,0.9294044971466064,1.9374668598175049,1796.0,2078.0,23557.0,3331.0,0.42559000849723816,0.46360349655151367,0.3503023087978363,0.7498851418495178,tanh,16,0,100,16,1,GlorotUniform,softmax,0.01,adam,None
100,1.485488772392273,0.0,0.0,59815.0,11963.0,0.3672155737876892,0.0,0.0,0.732184648513794,1.5103788375854492,0.0,0.0,25635.0,5127.0,0.34094011783599854,0.0,0.0,0.7211819887161255,softmax,16,0,100,16,3,GlorotUniform,softmax,0.05,adam,l1_l2
100,1.4851453304290771,0.0,0.0,59815.0,11963.0,0.3672155737876892,0.0,0.0,0.7328298091888428,1.5099835395812988,0.0,0.0,25635.0,5127.0,0.34094011783599854,0.0,0.0,0.7211819887161255,relu,64,0,100,16,5,GlorotUniform,softmax,0.001,nadam,l1_l2
100,1.4858813285827637,0.0,0.0,59815.0,11963.0,0.3672155737876892,0.0,0.0,0.7319561839103699,1.5104589462280273,0.0,0.0,25635.0,5127.0,0.34094011783599854,0.0,0.0,0.7211819887161255,softmax,16,0.2,100,64,3,RandomNormal,softmax,0.01,adam,None
100,1.3427802324295044,1447.0,1114.0,58701.0,10516.0,0.460001677274704,0.5650136470794678,0.12095627933740616,0.8105794191360474,1.340489149093628,375.0,83.0,25552.0,4752.0,0.45250633358955383,0.8187772631645203,0.07314218580722809,0.8065531253814697,tanh,64,0.4,100,128,1,GlorotNormal,softmax,0.01,nadam,l1
100,1.4871678352355957,0.0,0.0,59815.0,11963.0,0.3672155737876892,0.0,0.0,0.732505202293396,1.5101600885391235,0.0,0.0,25635.0,5127.0,0.34094011783599854,0.0,0.0,0.7211819887161255,sigmoid,256,0.4,100,16,3,RandomNormal,softmax,0.05,adam,None
